 Loading config:../cfg/test1.csv                                                                
 Reading configuration from file '../cfg/test1.csv                                                                '
 NPTS=        1800
 RANDOMSEED=   0.0000000000000000     
 Read           0  events from ../cfg/test1.csv                                                                .
 TEINIT> Init...
 Random number generation: seed=   0.0000000000000000     
 SETPOINT 10 CHANGE:    97.34269-->    97.43037
 SETPOINT  9 CHANGE:   234.60161-->   234.64344
 SETPOINT  4 CHANGE:    11.55635-->    11.56472
 SETPOINT 10 CHANGE:    97.43037-->    97.50985
 SETPOINT  9 CHANGE:   234.64344-->   234.68517
 SETPOINT  4 CHANGE:    11.56472-->    11.57301
 SETPOINT 10 CHANGE:    97.50985-->    97.57780
 SETPOINT  9 CHANGE:   234.68517-->   234.72680
 SETPOINT  4 CHANGE:    11.57301-->    11.58121
 SETPOINT 10 CHANGE:    97.57780-->    97.63118
 SETPOINT  9 CHANGE:   234.72680-->   234.76832
 SETPOINT  4 CHANGE:    11.58121-->    11.58932
 SETPOINT 10 CHANGE:    97.63118-->    97.66732
 SETPOINT  9 CHANGE:   234.76832-->   234.80972
 SETPOINT  4 CHANGE:    11.58932-->    11.59732
 SETPOINT 10 CHANGE:    97.66732-->    97.68398
 SETPOINT  9 CHANGE:   234.80972-->   234.85101
 SETPOINT  4 CHANGE:    11.59732-->    11.60523
 SETPOINT 10 CHANGE:    97.68398-->    97.67942
 SETPOINT  9 CHANGE:   234.85101-->   234.89218
 SETPOINT  4 CHANGE:    11.60523-->    11.61303
 SETPOINT 10 CHANGE:    97.67942-->    97.65243
 SETPOINT  9 CHANGE:   234.89218-->   234.93323
 SETPOINT  4 CHANGE:    11.61303-->    11.62072
 SETPOINT 10 CHANGE:    97.65243-->    97.60237
 SETPOINT  9 CHANGE:   234.93323-->   234.97414
 SETPOINT  4 CHANGE:    11.62072-->    11.62830
 SETPOINT 10 CHANGE:    97.60237-->    97.52916
 SETPOINT  9 CHANGE:   234.97414-->   235.01492
 SETPOINT  4 CHANGE:    11.62830-->    11.63578
 SETPOINT 10 CHANGE:    97.52916-->    97.43331
 SETPOINT  9 CHANGE:   235.01492-->   235.05556
 SETPOINT  4 CHANGE:    11.63578-->    11.64316
 SETPOINT 10 CHANGE:    97.43331-->    97.31590
 SETPOINT  9 CHANGE:   235.05556-->   235.09606
 SETPOINT  4 CHANGE:    11.64316-->    11.65045
 SETPOINT 10 CHANGE:    97.31590-->    97.17850
 SETPOINT  9 CHANGE:   235.09606-->   235.13641
 SETPOINT  4 CHANGE:    11.65045-->    11.65764
 SETPOINT 10 CHANGE:    97.17850-->    97.02323
 SETPOINT  9 CHANGE:   235.13641-->   235.17661
 SETPOINT  4 CHANGE:    11.65764-->    11.66475
 SETPOINT 10 CHANGE:    97.02323-->    96.85259
 SETPOINT  9 CHANGE:   235.17661-->   235.21665
 SETPOINT  4 CHANGE:    11.66475-->    11.67178
 SETPOINT 10 CHANGE:    96.85259-->    96.66947
 SETPOINT  9 CHANGE:   235.21665-->   235.25653
 SETPOINT  4 CHANGE:    11.67178-->    11.67875
 SETPOINT 10 CHANGE:    96.66947-->    96.47705
 SETPOINT  9 CHANGE:   235.25653-->   235.29625
 SETPOINT  4 CHANGE:    11.67875-->    11.68565
 SETPOINT 10 CHANGE:    96.47705-->    96.27872
 SETPOINT  9 CHANGE:   235.29625-->   235.33580
 SETPOINT  4 CHANGE:    11.68565-->    11.69249
 SETPOINT 10 CHANGE:    96.27872-->    96.07799
 SETPOINT  9 CHANGE:   235.33580-->   235.37518
 SETPOINT  4 CHANGE:    11.69249-->    11.69930
 SETPOINT 10 CHANGE:    96.07799-->    95.87839
 SETPOINT  9 CHANGE:   235.37518-->   235.41438
 SETPOINT  4 CHANGE:    11.69930-->    11.70606
 SETPOINT 10 CHANGE:    95.87839-->    95.68339
 SETPOINT  9 CHANGE:   235.41438-->   235.45340
 SETPOINT  4 CHANGE:    11.70606-->    11.71280
 SETPOINT 10 CHANGE:    95.68339-->    95.49631
 SETPOINT  9 CHANGE:   235.45340-->   235.49224
 SETPOINT  4 CHANGE:    11.71280-->    11.71951
 SETPOINT 10 CHANGE:    95.49631-->    95.32025
 SETPOINT  9 CHANGE:   235.49224-->   235.53089
 SETPOINT  4 CHANGE:    11.71951-->    11.72620
 SETPOINT 10 CHANGE:    95.32025-->    95.15798
 SETPOINT  9 CHANGE:   235.53089-->   235.56935
 SETPOINT  4 CHANGE:    11.72620-->    11.73288
 SETPOINT 10 CHANGE:    95.15798-->    95.01188
 SETPOINT  9 CHANGE:   235.56935-->   235.60762
 SETPOINT  4 CHANGE:    11.73288-->    11.73955
 SETPOINT 10 CHANGE:    95.01188-->    94.88392
 SETPOINT  9 CHANGE:   235.60762-->   235.64568
 SETPOINT  4 CHANGE:    11.73955-->    11.74622
 SETPOINT 10 CHANGE:    94.88392-->    94.77555
 SETPOINT  9 CHANGE:   235.64568-->   235.68355
 SETPOINT  4 CHANGE:    11.74622-->    11.75287
 SETPOINT 10 CHANGE:    94.77555-->    94.68773
 SETPOINT  9 CHANGE:   235.68355-->   235.72121
 SETPOINT  4 CHANGE:    11.75287-->    11.75952
 SETPOINT 10 CHANGE:    94.68773-->    94.62085
 SETPOINT  9 CHANGE:   235.72121-->   235.75867
 SETPOINT  4 CHANGE:    11.75952-->    11.76616
 SETPOINT 10 CHANGE:    94.62085-->    94.57478
 SETPOINT  9 CHANGE:   235.75867-->   235.79592
 SETPOINT  4 CHANGE:    11.76616-->    11.77279
 SETPOINT 10 CHANGE:    94.57478-->    94.54886
 SETPOINT  9 CHANGE:   235.79592-->   235.83295
 SETPOINT  4 CHANGE:    11.77279-->    11.77941
 SETPOINT 10 CHANGE:    94.54886-->    94.54189
 SETPOINT  9 CHANGE:   235.83295-->   235.86977
 SETPOINT  4 CHANGE:    11.77941-->    11.78600
 SETPOINT 10 CHANGE:    94.54189-->    94.55220
 SETPOINT  9 CHANGE:   235.86977-->   235.90637
 SETPOINT  4 CHANGE:    11.78600-->    11.79256
 SETPOINT 10 CHANGE:    94.55220-->    94.57771
 SETPOINT  9 CHANGE:   235.90637-->   235.94276
 SETPOINT  4 CHANGE:    11.79256-->    11.79910
 SETPOINT 10 CHANGE:    94.57771-->    94.61595
 SETPOINT  9 CHANGE:   235.94276-->   235.97891
 SETPOINT  4 CHANGE:    11.79910-->    11.80559
 SETPOINT 10 CHANGE:    94.61595-->    94.66413
 SETPOINT  9 CHANGE:   235.97891-->   236.01485
 SETPOINT  4 CHANGE:    11.80559-->    11.81203
 SETPOINT 10 CHANGE:    94.66413-->    94.71925
 SETPOINT  9 CHANGE:   236.01485-->   236.05056
 SETPOINT  4 CHANGE:    11.81203-->    11.81842
 SETPOINT 10 CHANGE:    94.71925-->    94.77813
 SETPOINT  9 CHANGE:   236.05056-->   236.08603
 SETPOINT  4 CHANGE:    11.81842-->    11.82474
 SETPOINT 10 CHANGE:    94.77813-->    94.83752
 SETPOINT  9 CHANGE:   236.08603-->   236.12128
 SETPOINT  4 CHANGE:    11.82474-->    11.83099
 SETPOINT 10 CHANGE:    94.83752-->    94.89419
 SETPOINT  9 CHANGE:   236.12128-->   236.15629
 SETPOINT  4 CHANGE:    11.83099-->    11.83716
 SETPOINT 10 CHANGE:    94.89419-->    94.94498
 SETPOINT  9 CHANGE:   236.15629-->   236.19107
 SETPOINT  4 CHANGE:    11.83716-->    11.84324
 SETPOINT 10 CHANGE:    94.94498-->    94.98691
 SETPOINT  9 CHANGE:   236.19107-->   236.22561
 SETPOINT  4 CHANGE:    11.84324-->    11.84924
 SETPOINT 10 CHANGE:    94.98691-->    95.01723
 SETPOINT  9 CHANGE:   236.22561-->   236.25991
 SETPOINT  4 CHANGE:    11.84924-->    11.85513
 SETPOINT 10 CHANGE:    95.01723-->    95.03349
 SETPOINT  9 CHANGE:   236.25991-->   236.29397
 SETPOINT  4 CHANGE:    11.85513-->    11.86092
 SETPOINT 10 CHANGE:    95.03349-->    95.03364
 SETPOINT  9 CHANGE:   236.29397-->   236.32779
 SETPOINT  4 CHANGE:    11.86092-->    11.86661
 SETPOINT 10 CHANGE:    95.03364-->    95.01600
 SETPOINT  9 CHANGE:   236.32779-->   236.36137
 SETPOINT  4 CHANGE:    11.86661-->    11.87219
 SETPOINT 10 CHANGE:    95.01600-->    94.97939
 SETPOINT  9 CHANGE:   236.36137-->   236.39469
 SETPOINT  4 CHANGE:    11.87219-->    11.87766
 SETPOINT 10 CHANGE:    94.97939-->    94.92309
 SETPOINT  9 CHANGE:   236.39469-->   236.42778
 SETPOINT  4 CHANGE:    11.87766-->    11.88302
 SETPOINT 10 CHANGE:    94.92309-->    94.84688
 SETPOINT  9 CHANGE:   236.42778-->   236.46061
 SETPOINT  4 CHANGE:    11.88302-->    11.88828
 SETPOINT 10 CHANGE:    94.84688-->    94.75104
 SETPOINT  9 CHANGE:   236.46061-->   236.49319
 SETPOINT  4 CHANGE:    11.88828-->    11.89343
 SETPOINT 10 CHANGE:    94.75104-->    94.63635
 SETPOINT  9 CHANGE:   236.49319-->   236.52551
 SETPOINT  4 CHANGE:    11.89343-->    11.89848
 SETPOINT 10 CHANGE:    94.63635-->    94.50406
 SETPOINT  9 CHANGE:   236.52551-->   236.55759
 SETPOINT  4 CHANGE:    11.89848-->    11.90344
 SETPOINT 10 CHANGE:    94.50406-->    94.35583
 SETPOINT  9 CHANGE:   236.55759-->   236.58941
 SETPOINT  4 CHANGE:    11.90344-->    11.90831
 SETPOINT 10 CHANGE:    94.35583-->    94.19375
 SETPOINT  9 CHANGE:   236.58941-->   236.62097
 SETPOINT  4 CHANGE:    11.90831-->    11.91310
 SETPOINT 10 CHANGE:    94.19375-->    94.02021
 SETPOINT  9 CHANGE:   236.62097-->   236.65227
 SETPOINT  4 CHANGE:    11.91310-->    11.91781
 SETPOINT 10 CHANGE:    94.02021-->    93.83789
 SETPOINT  9 CHANGE:   236.65227-->   236.68331
 SETPOINT  4 CHANGE:    11.91781-->    11.92245
 SETPOINT 10 CHANGE:    93.83789-->    93.64967
 SETPOINT  9 CHANGE:   236.68331-->   236.71409
 SETPOINT  4 CHANGE:    11.92245-->    11.92703
 SETPOINT 10 CHANGE:    93.64967-->    93.45855
 SETPOINT  9 CHANGE:   236.71409-->   236.74461
 SETPOINT  4 CHANGE:    11.92703-->    11.93155
 SETPOINT 10 CHANGE:    93.45855-->    93.26759
 SETPOINT  9 CHANGE:   236.74461-->   236.77487
 SETPOINT  4 CHANGE:    11.93155-->    11.93603
 SETPOINT 10 CHANGE:    93.26759-->    93.07982
 SETPOINT  9 CHANGE:   236.77487-->   236.80486
 SETPOINT  4 CHANGE:    11.93603-->    11.94047
 SETPOINT 10 CHANGE:    93.07982-->    92.89815
 SETPOINT  9 CHANGE:   236.80486-->   236.83458
 SETPOINT  4 CHANGE:    11.94047-->    11.94487
 SETPOINT 10 CHANGE:    92.89815-->    92.72535
 SETPOINT  9 CHANGE:   236.83458-->   236.86404
 SETPOINT  4 CHANGE:    11.94487-->    11.94924
 SETPOINT 10 CHANGE:    92.72535-->    92.56390
 SETPOINT  9 CHANGE:   236.86404-->   236.89323
 SETPOINT  4 CHANGE:    11.94924-->    11.95359
 SETPOINT 10 CHANGE:    92.56390-->    92.41601
 SETPOINT  9 CHANGE:   236.89323-->   236.92215
 SETPOINT  4 CHANGE:    11.95359-->    11.95792
 SETPOINT 10 CHANGE:    92.41601-->    92.28350
 SETPOINT  9 CHANGE:   236.92215-->   236.95081
 SETPOINT  4 CHANGE:    11.95792-->    11.96223
 SETPOINT 10 CHANGE:    92.28350-->    92.16781
 SETPOINT  9 CHANGE:   236.95081-->   236.97919
 SETPOINT  4 CHANGE:    11.96223-->    11.96653
 SETPOINT 10 CHANGE:    92.16781-->    92.06995
 SETPOINT  9 CHANGE:   236.97919-->   237.00730
 SETPOINT  4 CHANGE:    11.96653-->    11.97081
 SETPOINT 10 CHANGE:    92.06995-->    91.99044
 SETPOINT  9 CHANGE:   237.00730-->   237.03515
 SETPOINT  4 CHANGE:    11.97081-->    11.97507
 SETPOINT 10 CHANGE:    91.99044-->    91.92939
 SETPOINT  9 CHANGE:   237.03515-->   237.06272
 SETPOINT  4 CHANGE:    11.97507-->    11.97932
 SETPOINT 10 CHANGE:    91.92939-->    91.88640
 SETPOINT  9 CHANGE:   237.06272-->   237.09002
 SETPOINT  4 CHANGE:    11.97932-->    11.98354
 SETPOINT 10 CHANGE:    91.88640-->    91.86065
 SETPOINT  9 CHANGE:   237.09002-->   237.11705
 SETPOINT  4 CHANGE:    11.98354-->    11.98774
 SETPOINT 10 CHANGE:    91.86065-->    91.85089
 SETPOINT  9 CHANGE:   237.11705-->   237.14381
 SETPOINT  4 CHANGE:    11.98774-->    11.99192
 SETPOINT 10 CHANGE:    91.85089-->    91.85551
 SETPOINT  9 CHANGE:   237.14381-->   237.17030
 SETPOINT  4 CHANGE:    11.99192-->    11.99605
 SETPOINT 10 CHANGE:    91.85551-->    91.87252
 SETPOINT  9 CHANGE:   237.17030-->   237.19651
 SETPOINT  4 CHANGE:    11.99605-->    12.00015
 SETPOINT 10 CHANGE:    91.87252-->    91.89969
 SETPOINT  9 CHANGE:   237.19651-->   237.22246
 SETPOINT  4 CHANGE:    12.00015-->    12.00421
 SETPOINT 10 CHANGE:    91.89969-->    91.93451
 SETPOINT  9 CHANGE:   237.22246-->   237.24813
 SETPOINT  4 CHANGE:    12.00421-->    12.00821
 SETPOINT 10 CHANGE:    91.93451-->    91.97436
 SETPOINT  9 CHANGE:   237.24813-->   237.27353
 SETPOINT  4 CHANGE:    12.00821-->    12.01215
 SETPOINT 10 CHANGE:    91.97436-->    92.01650
 SETPOINT  9 CHANGE:   237.27353-->   237.29867
 SETPOINT  4 CHANGE:    12.01215-->    12.01603
 SETPOINT 10 CHANGE:    92.01650-->    92.05815
 SETPOINT  9 CHANGE:   237.29867-->   237.32353
 SETPOINT  4 CHANGE:    12.01603-->    12.01984
 SETPOINT 10 CHANGE:    92.05815-->    92.09659
 SETPOINT  9 CHANGE:   237.32353-->   237.34812
 SETPOINT  4 CHANGE:    12.01984-->    12.02357
 SETPOINT 10 CHANGE:    92.09659-->    92.12922
 SETPOINT  9 CHANGE:   237.34812-->   237.37245
 SETPOINT  4 CHANGE:    12.02357-->    12.02723
 SETPOINT 10 CHANGE:    92.12922-->    92.15359
 SETPOINT  9 CHANGE:   237.37245-->   237.39650
 SETPOINT  4 CHANGE:    12.02723-->    12.03079
 SETPOINT 10 CHANGE:    92.15359-->    92.16749
 SETPOINT  9 CHANGE:   237.39650-->   237.42029
 SETPOINT  4 CHANGE:    12.03079-->    12.03426
 SETPOINT 10 CHANGE:    92.16749-->    92.16901
 SETPOINT  9 CHANGE:   237.42029-->   237.44381
 SETPOINT  4 CHANGE:    12.03426-->    12.03764
 SETPOINT 10 CHANGE:    92.16901-->    92.15656
 SETPOINT  3 CHANGE:     0.25060-->     0.55640
 SETPOINT  1 CHANGE:  3663.99367-->  3986.26581
 SETPOINT  2 CHANGE:  4509.23486-->  4827.30707
 SETPOINT  6 CHANGE:     0.33711-->     0.20183
 SETPOINT  9 CHANGE:   237.44381-->   237.46706
 SETPOINT  4 CHANGE:    12.03764-->    12.04093
 SETPOINT 10 CHANGE:    92.15656-->    92.12890
 SETPOINT  9 CHANGE:   237.46706-->   237.49005
 SETPOINT  4 CHANGE:    12.04093-->    12.04412
 SETPOINT 10 CHANGE:    92.12890-->    92.08521
 SETPOINT  9 CHANGE:   237.49005-->   237.51276
 SETPOINT  4 CHANGE:    12.04412-->    12.04716
 SETPOINT 10 CHANGE:    92.08521-->    92.02133
 SETPOINT  9 CHANGE:   237.51276-->   237.53521
 SETPOINT  4 CHANGE:    12.04716-->    12.05002
 SETPOINT 10 CHANGE:    92.02133-->    91.93228
 SETPOINT  9 CHANGE:   237.53521-->   237.55739
 SETPOINT  4 CHANGE:    12.05002-->    12.05272
 SETPOINT 10 CHANGE:    91.93228-->    91.81748
 SETPOINT  9 CHANGE:   237.55739-->   237.57929
 SETPOINT  4 CHANGE:    12.05272-->    12.05528
 SETPOINT 10 CHANGE:    91.81748-->    91.67758
 SETPOINT  9 CHANGE:   237.57929-->   237.60093
 SETPOINT  4 CHANGE:    12.05528-->    12.05772
 SETPOINT 10 CHANGE:    91.67758-->    91.51378
 SETPOINT  9 CHANGE:   237.60093-->   237.62229
 SETPOINT  4 CHANGE:    12.05772-->    12.06003
 SETPOINT 10 CHANGE:    91.51378-->    91.32809
 SETPOINT  9 CHANGE:   237.62229-->   237.64339
 SETPOINT  4 CHANGE:    12.06003-->    12.06223
 SETPOINT 10 CHANGE:    91.32809-->    91.12299
 SETPOINT  9 CHANGE:   237.64339-->   237.66421
 SETPOINT  4 CHANGE:    12.06223-->    12.06432
 SETPOINT 10 CHANGE:    91.12299-->    90.90132
 SETPOINT  9 CHANGE:   237.66421-->   237.68477
 SETPOINT  4 CHANGE:    12.06432-->    12.06631
 SETPOINT 10 CHANGE:    90.90132-->    90.66626
 SETPOINT  9 CHANGE:   237.68477-->   237.70507
 SETPOINT  4 CHANGE:    12.06631-->    12.06821
 SETPOINT 10 CHANGE:    90.66626-->    90.42124
 SETPOINT  9 CHANGE:   237.70507-->   237.72509
 SETPOINT  4 CHANGE:    12.06821-->    12.07004
 SETPOINT 10 CHANGE:    90.42124-->    90.16998
 SETPOINT  9 CHANGE:   237.72509-->   237.74486
 SETPOINT  4 CHANGE:    12.07004-->    12.07179
 SETPOINT 10 CHANGE:    90.16998-->    89.91635
 SETPOINT  9 CHANGE:   237.74486-->   237.76436
 SETPOINT  4 CHANGE:    12.07179-->    12.07348
 SETPOINT 10 CHANGE:    89.91635-->    89.66428
 SETPOINT  9 CHANGE:   237.76436-->   237.78359
 SETPOINT  4 CHANGE:    12.07348-->    12.07512
 SETPOINT 10 CHANGE:    89.66428-->    89.41764
 SETPOINT  9 CHANGE:   237.78359-->   237.80257
 SETPOINT  4 CHANGE:    12.07512-->    12.07672
 SETPOINT 10 CHANGE:    89.41764-->    89.18017
 SETPOINT  9 CHANGE:   237.80257-->   237.82128
 SETPOINT  4 CHANGE:    12.07672-->    12.07829
 SETPOINT 10 CHANGE:    89.18017-->    88.95536
 SETPOINT  9 CHANGE:   237.82128-->   237.83974
 SETPOINT  4 CHANGE:    12.07829-->    12.07983
 SETPOINT 10 CHANGE:    88.95536-->    88.74635
 SETPOINT  9 CHANGE:   237.83974-->   237.85793
 SETPOINT  4 CHANGE:    12.07983-->    12.08135
 SETPOINT 10 CHANGE:    88.74635-->    88.55589
 SETPOINT  9 CHANGE:   237.85793-->   237.87587
 SETPOINT  4 CHANGE:    12.08135-->    12.08286
 SETPOINT 10 CHANGE:    88.55589-->    88.38627
 SETPOINT  9 CHANGE:   237.87587-->   237.89355
 SETPOINT  4 CHANGE:    12.08286-->    12.08435
 SETPOINT 10 CHANGE:    88.38627-->    88.23923
 SETPOINT  9 CHANGE:   237.89355-->   237.91098
 SETPOINT  4 CHANGE:    12.08435-->    12.08584
 SETPOINT 10 CHANGE:    88.23923-->    88.11599
 SETPOINT  9 CHANGE:   237.91098-->   237.92816
 SETPOINT  4 CHANGE:    12.08584-->    12.08732
 SETPOINT 10 CHANGE:    88.11599-->    88.01716
 SETPOINT  9 CHANGE:   237.92816-->   237.94508
 SETPOINT  4 CHANGE:    12.08732-->    12.08880
 SETPOINT 10 CHANGE:    88.01716-->    87.94278
 SETPOINT  9 CHANGE:   237.94508-->   237.96176
 SETPOINT  4 CHANGE:    12.08880-->    12.09026
 SETPOINT 10 CHANGE:    87.94278-->    87.89231
 SETPOINT  9 CHANGE:   237.96176-->   237.97818
 SETPOINT  4 CHANGE:    12.09026-->    12.09171
 SETPOINT 10 CHANGE:    87.89231-->    87.86465
 SETPOINT  9 CHANGE:   237.97818-->   237.99436
 SETPOINT  4 CHANGE:    12.09171-->    12.09315
 SETPOINT 10 CHANGE:    87.86465-->    87.85818
 SETPOINT  9 CHANGE:   237.99436-->   238.01030
 SETPOINT  4 CHANGE:    12.09315-->    12.09457
 SETPOINT 10 CHANGE:    87.85818-->    87.87080
 SETPOINT  9 CHANGE:   238.01030-->   238.02599
 SETPOINT  4 CHANGE:    12.09457-->    12.09596
 SETPOINT 10 CHANGE:    87.87080-->    87.89999
 SETPOINT  9 CHANGE:   238.02599-->   238.04144
 SETPOINT  4 CHANGE:    12.09596-->    12.09731
 SETPOINT 10 CHANGE:    87.89999-->    87.94288
 SETPOINT  9 CHANGE:   238.04144-->   238.05666
 SETPOINT  4 CHANGE:    12.09731-->    12.09862
 SETPOINT 10 CHANGE:    87.94288-->    87.99633
 SETPOINT  9 CHANGE:   238.05666-->   238.07163
 SETPOINT  4 CHANGE:    12.09862-->    12.09988
 SETPOINT 10 CHANGE:    87.99633-->    88.05701
 SETPOINT  9 CHANGE:   238.07163-->   238.08638
 SETPOINT  4 CHANGE:    12.09988-->    12.10109
 SETPOINT 10 CHANGE:    88.05701-->    88.12145
 SETPOINT  9 CHANGE:   238.08638-->   238.10089
 SETPOINT  4 CHANGE:    12.10109-->    12.10223
 SETPOINT 10 CHANGE:    88.12145-->    88.18617
 SETPOINT  9 CHANGE:   238.10089-->   238.11517
 SETPOINT  4 CHANGE:    12.10223-->    12.10330
 SETPOINT 10 CHANGE:    88.18617-->    88.24775
 SETPOINT  9 CHANGE:   238.11517-->   238.12922
 SETPOINT  4 CHANGE:    12.10330-->    12.10429
 SETPOINT 10 CHANGE:    88.24775-->    88.30290
 SETPOINT  9 CHANGE:   238.12922-->   238.14304
 SETPOINT  4 CHANGE:    12.10429-->    12.10520
 SETPOINT 10 CHANGE:    88.30290-->    88.34855
 SETPOINT  9 CHANGE:   238.14304-->   238.15664
 SETPOINT  4 CHANGE:    12.10520-->    12.10601
 SETPOINT 10 CHANGE:    88.34855-->    88.38191
 SETPOINT  9 CHANGE:   238.15664-->   238.17002
 SETPOINT  4 CHANGE:    12.10601-->    12.10673
 SETPOINT 10 CHANGE:    88.38191-->    88.40055
 SETPOINT  9 CHANGE:   238.17002-->   238.18317
 SETPOINT  4 CHANGE:    12.10673-->    12.10735
 SETPOINT 10 CHANGE:    88.40055-->    88.40243
 SETPOINT  9 CHANGE:   238.18317-->   238.19611
 SETPOINT  4 CHANGE:    12.10735-->    12.10787
 SETPOINT 10 CHANGE:    88.40243-->    88.38598
 SETPOINT  9 CHANGE:   238.19611-->   238.20883
 SETPOINT  4 CHANGE:    12.10787-->    12.10829
 SETPOINT 10 CHANGE:    88.38598-->    88.35009
 SETPOINT  9 CHANGE:   238.20883-->   238.22134
 SETPOINT  4 CHANGE:    12.10829-->    12.10861
 SETPOINT 10 CHANGE:    88.35009-->    88.29418
 SETPOINT  9 CHANGE:   238.22134-->   238.23364
 SETPOINT  4 CHANGE:    12.10861-->    12.10882
 SETPOINT 10 CHANGE:    88.29418-->    88.21816
 SETPOINT  9 CHANGE:   238.23364-->   238.24572
 SETPOINT  4 CHANGE:    12.10882-->    12.10894
 SETPOINT 10 CHANGE:    88.21816-->    88.12247
 SETPOINT  9 CHANGE:   238.24572-->   238.25760
 SETPOINT  4 CHANGE:    12.10894-->    12.10896
 SETPOINT 10 CHANGE:    88.12247-->    88.00803
 SETPOINT  9 CHANGE:   238.25760-->   238.26926
 SETPOINT  4 CHANGE:    12.10896-->    12.10889
 SETPOINT 10 CHANGE:    88.00803-->    87.87623
 SETPOINT  9 CHANGE:   238.26926-->   238.28073
 SETPOINT  4 CHANGE:    12.10889-->    12.10874
 SETPOINT 10 CHANGE:    87.87623-->    87.72889
 SETPOINT  9 CHANGE:   238.28073-->   238.29198
 SETPOINT  4 CHANGE:    12.10874-->    12.10851
 SETPOINT 10 CHANGE:    87.72889-->    87.56821
 SETPOINT  9 CHANGE:   238.29198-->   238.30304
 SETPOINT  4 CHANGE:    12.10851-->    12.10821
 SETPOINT 10 CHANGE:    87.56821-->    87.39671
 SETPOINT  9 CHANGE:   238.30304-->   238.31390
 SETPOINT  4 CHANGE:    12.10821-->    12.10785
 SETPOINT 10 CHANGE:    87.39671-->    87.21715
 SETPOINT  9 CHANGE:   238.31390-->   238.32456
 SETPOINT  4 CHANGE:    12.10785-->    12.10743
 SETPOINT 10 CHANGE:    87.21715-->    87.03251
 SETPOINT  9 CHANGE:   238.32456-->   238.33502
 SETPOINT  4 CHANGE:    12.10743-->    12.10696
 SETPOINT 10 CHANGE:    87.03251-->    86.84585
 SETPOINT  9 CHANGE:   238.33502-->   238.34530
 SETPOINT  4 CHANGE:    12.10696-->    12.10646
 SETPOINT 10 CHANGE:    86.84585-->    86.66029
 SETPOINT  9 CHANGE:   238.34530-->   238.35537
 SETPOINT  4 CHANGE:    12.10646-->    12.10593
 SETPOINT 10 CHANGE:    86.66029-->    86.47888
 SETPOINT  9 CHANGE:   238.35537-->   238.36526
 SETPOINT  4 CHANGE:    12.10593-->    12.10537
 SETPOINT 10 CHANGE:    86.47888-->    86.30459
 SETPOINT  9 CHANGE:   238.36526-->   238.37496
 SETPOINT  4 CHANGE:    12.10537-->    12.10479
 SETPOINT 10 CHANGE:    86.30459-->    86.14016
 SETPOINT  9 CHANGE:   238.37496-->   238.38447
 SETPOINT  4 CHANGE:    12.10479-->    12.10421
 SETPOINT 10 CHANGE:    86.14016-->    85.98812
 SETPOINT  9 CHANGE:   238.38447-->   238.39380
 SETPOINT  4 CHANGE:    12.10421-->    12.10362
 SETPOINT 10 CHANGE:    85.98812-->    85.85068
 SETPOINT 16 CHANGE:    65.73100-->    65.73165
 SETPOINT  9 CHANGE:   238.39380-->   238.40334
 SETPOINT  4 CHANGE:    12.10362-->    12.10302
 SETPOINT 10 CHANGE:    85.85068-->    85.72966
 SETPOINT  9 CHANGE:   238.40334-->   238.41232
 SETPOINT  4 CHANGE:    12.10302-->    12.10244
 SETPOINT 10 CHANGE:    85.72966-->    85.62654
 SETPOINT  9 CHANGE:   238.41232-->   238.42111
 SETPOINT  4 CHANGE:    12.10244-->    12.10185
 SETPOINT 10 CHANGE:    85.62654-->    85.54232
 SETPOINT  9 CHANGE:   238.42111-->   238.42973
 SETPOINT  4 CHANGE:    12.10185-->    12.10127
 SETPOINT 10 CHANGE:    85.54232-->    85.47758
 SETPOINT  9 CHANGE:   238.42973-->   238.43818
 SETPOINT  4 CHANGE:    12.10127-->    12.10070
 SETPOINT 10 CHANGE:    85.47758-->    85.43245
 SETPOINT  9 CHANGE:   238.43818-->   238.44646
 SETPOINT  4 CHANGE:    12.10070-->    12.10013
 SETPOINT 10 CHANGE:    85.43245-->    85.40659
 SETPOINT  9 CHANGE:   238.44646-->   238.45457
 SETPOINT  4 CHANGE:    12.10013-->    12.09957
 SETPOINT 10 CHANGE:    85.40659-->    85.39925
 SETPOINT  9 CHANGE:   238.45457-->   238.46251
 SETPOINT  4 CHANGE:    12.09957-->    12.09901
 SETPOINT 10 CHANGE:    85.39925-->    85.40925
 SETPOINT  9 CHANGE:   238.46251-->   238.47029
 SETPOINT  4 CHANGE:    12.09901-->    12.09844
 SETPOINT 10 CHANGE:    85.40925-->    85.43505
 SETPOINT  9 CHANGE:   238.47029-->   238.47791
 SETPOINT  4 CHANGE:    12.09844-->    12.09787
 SETPOINT 10 CHANGE:    85.43505-->    85.47477
 SETPOINT  9 CHANGE:   238.47791-->   238.48538
 SETPOINT  4 CHANGE:    12.09787-->    12.09728
 SETPOINT 10 CHANGE:    85.47477-->    85.52623
 SETPOINT  9 CHANGE:   238.48538-->   238.49268
 SETPOINT  4 CHANGE:    12.09728-->    12.09667
 SETPOINT 10 CHANGE:    85.52623-->    85.58706
 SETPOINT  9 CHANGE:   238.49268-->   238.49984
 SETPOINT  4 CHANGE:    12.09667-->    12.09604
 SETPOINT 10 CHANGE:    85.58706-->    85.65468
